Time,Route,Location,Person,Hour,Day,Month,Year,Gender,Situation
18/07/27 10:54,京成本線,ユーカリが丘駅,女性 / 死亡,10,27,7,2018,0, 死亡
18/07/26 07:47,JR神戸線,兵庫駅,男性 / 死亡,7,26,7,2018,1, 死亡
18/07/25 20:35,北総鉄道北総線,東松戸駅,女性 / 10代 / 死亡,20,25,7,2018,0, 死亡
18/07/25 18:43,JR神戸線,甲子園口駅,女性 / 30代 / 死亡,18,25,7,2018,0, 死亡
18/07/25 17:11,阪急京都本線,西院駅,女性 / 重傷,17,25,7,2018,0, 重傷
18/07/25 13:46,東急田園都市線,宮崎台駅,女性 / 20代 / 死亡,13,25,7,2018,0, 死亡
18/07/25 12:42,新京成電鉄新京成線,二和向台駅,,12,25,7,2018,,
18/07/25 10:17,中央快速線,西荻窪駅,,10,25,7,2018,,
18/07/24 12:36,名古屋市営地下鉄名城線,新瑞橋駅,男性 / 30代 / 重傷,12,24,7,2018,1, 重傷
18/07/24 08:13,東海道線,愛知御津駅〜三河大塚駅,男性 / 40代 / 死亡,8,24,7,2018,1, 死亡
18/07/24 06:00,京阪本線,牧野駅,男性 / 軽傷,6,24,7,2018,1, 軽傷
18/07/23 21:00,南海本線,羽衣駅〜高石駅,女性 / 死亡,21,23,7,2018,0, 死亡
18/07/23 19:08,埼京線,新宿駅,,19,23,7,2018,,
18/07/23 13:45,大阪メトロ御堂筋線,大国町駅,男性 / 40代 / 死亡,13,23,7,2018,1, 死亡
18/07/22 19:10,東京メトロ半蔵門線,渋谷駅,,19,22,7,2018,,
18/07/22 09:23,中央本線,新守山駅,女性 / 20代 / 死亡,9,22,7,2018,0, 死亡
18/07/21 23:06,奥羽本線,新青森駅〜青森駅,,23,21,7,2018,,
18/07/21 14:19,名鉄犬山線,江南駅〜柏森駅,女性 / 60代 / 死亡,14,21,7,2018,0, 死亡
18/07/21 10:08,阪神本線,深江駅,男性 / 死亡,10,21,7,2018,1, 死亡
18/07/21 07:37,東急池上線,雪が谷大塚駅〜御嶽山駅,男性 / 30代 / 死亡,7,21,7,2018,1, 死亡
18/07/20 05:54,東武東上線,霞ヶ関駅〜鶴ヶ島駅,男性 / 死亡,5,20,7,2018,1, 死亡
18/07/19 16:16,東海道線,東静岡駅,男性 / 10代 / 死亡,16,19,7,2018,1, 死亡
18/07/19 15:34,京阪本線,伏見桃山駅〜中書島駅,男性 / 40代 / 死亡,15,19,7,2018,1, 死亡
18/07/19 05:37,日豊本線,暘谷駅,女性 / 死亡,5,19,7,2018,0, 死亡
18/07/18 20:07,南武線,小田栄駅,女性 / 死亡,20,18,7,2018,0, 死亡
18/07/18 17:58,越後線,越後曽根駅〜越後赤塚駅,女性 / 死亡,17,18,7,2018,0, 死亡
18/07/17 22:02,JR宝塚線,相野駅,男性 / 死亡,22,17,7,2018,1, 死亡
18/07/17 19:25,宇都宮線,宇都宮駅〜岡本駅,,19,17,7,2018,,
18/07/17 14:06,京福電気鉄道北野線,北野白梅町駅〜等持院駅,男性 / 70代 / 軽傷,14,17,7,2018,1, 軽傷
18/07/17 12:57,千歳線,北広島駅〜上野幌駅,死亡,12,17,7,2018,死亡,死亡
18/07/17 07:18,内房線,五井駅〜姉ヶ崎駅,女性 / 死亡,7,17,7,2018,0, 死亡
18/07/16 14:57,西武新宿線,下落合駅〜中井駅,,14,16,7,2018,,
18/07/16 11:31,近鉄鈴鹿線,三日市駅〜平田町駅,女性 / 80代 / 死亡,11,16,7,2018,0, 死亡
18/07/16 09:03,草津線,三雲駅〜甲西駅,女性 / 20代 / 死亡,9,16,7,2018,0, 死亡
18/07/16 08:43,長崎本線,佐賀駅〜鍋島駅,男性 / 死亡,8,16,7,2018,1, 死亡
18/07/16 08:06,姫新線,姫路駅〜播磨高岡駅,男性 / 20代 / 死亡,8,16,7,2018,1, 死亡
18/07/15 23:47,東海道線,川崎駅,男性 / 死亡,23,15,7,2018,1, 死亡
18/07/15 21:48,西武池袋線,西所沢駅〜小手指駅,,21,15,7,2018,,
18/07/15 15:35,山陰本線,大山口駅〜淀江駅,無傷,15,15,7,2018,無傷,無傷
18/07/15 15:21,千歳線,沼ノ端駅〜植苗駅,男性 / 10代 / 死亡,15,15,7,2018,1, 死亡
18/07/13 18:54,高松琴平電気鉄道琴平線,太田駅〜仏生山駅,男性 / 10歳未満 / 重傷,18,13,7,2018,1, 重傷
18/07/13 17:37,常磐線,草野駅〜四ツ倉駅,女性 / 60代 / 死亡,17,13,7,2018,0, 死亡
18/07/13 11:04,東京メトロ東西線,西葛西駅,,11,13,7,2018,,
18/07/13 10:42,近鉄橿原線,筒井駅〜平端駅,,10,13,7,2018,,
18/07/13 08:48,南海本線,貝塚駅〜二色浜駅,女性 / 死亡,8,13,7,2018,0, 死亡
18/07/12 19:48,秩父鉄道秩父本線,御花畑駅〜影森駅,男性 / 50代 / 死亡,19,12,7,2018,1, 死亡
18/07/12 07:10,水郡線,上小川駅〜袋田駅,,7,12,7,2018,,
18/07/11 16:14,宇都宮線,雀宮駅〜宇都宮駅,,16,11,7,2018,,
18/07/11 15:38,山陽新幹線,相生駅,男性 / 40代 / 死亡,15,11,7,2018,1, 死亡
18/07/10 23:24,中央・総武緩行線,新宿駅,,23,10,7,2018,,
18/07/10 22:30,千歳線,沼ノ端駅,女性 / 10代 / 死亡,22,10,7,2018,0, 死亡
18/07/10 18:09,中央・総武緩行線,東船橋駅,女性 / 30代 / 死亡,18,10,7,2018,0, 死亡
18/07/09 14:15,室蘭本線,苫小牧駅〜沼ノ端駅,男性 / 10代 / 死亡,14,9,7,2018,1, 死亡
18/07/09 08:30,東武アーバンパークライン,大宮公園駅,男性 / 30代 / 死亡,8,9,7,2018,1, 死亡
18/07/08 23:05,西武池袋線,東長崎駅,女性,23,8,7,2018,0,女性
18/07/08 20:21,高崎線,宮原駅,女性 / 10代 / 死亡,20,8,7,2018,0, 死亡
18/07/08 19:49,JR神戸線,宝殿駅〜曽根駅,,19,8,7,2018,,
18/07/08 12:34,長崎本線,西諫早駅,女性 / 20代 / 死亡,12,8,7,2018,0, 死亡
18/07/07 23:52,名鉄名古屋本線,栄生駅,,23,7,7,2018,,
18/07/06 21:22,関東鉄道常総線,守谷駅〜新守谷駅,,21,6,7,2018,,
18/07/05 20:00,東京メトロ日比谷線,上野駅,,20,5,7,2018,,
18/07/05 19:47,高崎線,神保原駅〜新町駅,男性 / 10代 / 死亡,19,5,7,2018,1, 死亡
18/07/05 13:20,東武スカイツリーライン,せんげん台駅,男性 / 死亡,13,5,7,2018,1, 死亡
18/07/05 09:39,近鉄御所線,近鉄新庄駅〜忍海駅,男性 / 重傷,9,5,7,2018,1, 重傷
18/07/05 08:06,姫新線,姫路駅〜播磨高岡駅,女性 / 死亡,8,5,7,2018,0, 死亡
18/07/04 21:02,都営地下鉄新宿線,森下駅,,21,4,7,2018,,
18/07/04 19:33,室蘭本線,富浦駅,男性 / 死亡,19,4,7,2018,1, 死亡
18/07/04 12:59,西武池袋線,椎名町駅〜東長崎駅,,12,4,7,2018,,
18/07/04 11:30,東京メトロ東西線,妙典駅,女性 / 死亡,11,4,7,2018,0, 死亡
18/07/04 09:17,相鉄本線,三ツ境駅,女性 / 40代 / 重傷,9,4,7,2018,0, 重傷
18/07/03 22:37,京阪本線,藤森駅,男性 / 死亡,22,3,7,2018,1, 死亡
18/07/03 20:33,阪和線,信太山駅〜和泉府中駅,男性 / 軽傷,20,3,7,2018,1, 軽傷
18/07/03 19:17,横須賀線,戸塚駅,,19,3,7,2018,,
18/07/03 17:09,播但線,仁豊野駅〜香呂駅,,17,3,7,2018,,
18/07/03 14:20,中央快速線,立川駅,,14,3,7,2018,,
18/07/03 13:26,JR京都線,桂川駅,男性 / 死亡,13,3,7,2018,1, 死亡
18/07/02 21:27,東武伊勢崎線,韮川駅〜太田駅,,21,2,7,2018,,
18/07/02 20:09,唐津線,東多久駅〜中多久駅,女性 / 70代 / 死亡,20,2,7,2018,0, 死亡
18/07/02 12:32,北陸本線,福井駅,男性 / 30代 / 重傷,12,2,7,2018,1, 重傷
18/07/02 10:26,近鉄志摩線,上之郷駅,女性 / 20代 / 死亡,10,2,7,2018,0, 死亡
18/07/02 07:22,東武東上線,鶴瀬駅〜ふじみ野駅,女性 / 死亡,7,2,7,2018,0, 死亡
18/07/01 22:04,近鉄橿原線,近鉄郡山駅,女性 / 10代 / 死亡,22,1,7,2018,0, 死亡
18/06/30 20:08,山陽本線,福川駅〜戸田駅,男性 / 60代 / 無傷,20,30,6,2018,1, 無傷
18/06/30 09:27,東武東上線,池袋駅,,9,30,6,2018,,
18/06/30 07:22,京阪本線,橋本駅〜樟葉駅,女性 / 60代 / 死亡,7,30,6,2018,0, 死亡
18/06/30 00:06,中央快速線,西八王子駅〜高尾駅,,0,30,6,2018,,
18/06/29 21:12,長崎本線,久保田駅〜牛津駅,女性 / 40代 / 死亡,21,29,6,2018,0, 死亡
18/06/29 17:20,宇都宮線,東大宮駅〜蓮田駅,女性 / 10代 / 死亡,17,29,6,2018,0, 死亡
18/06/29 11:55,広島電鉄本線,八丁堀停留場,無傷,11,29,6,2018,無傷,無傷
18/06/29 11:01,高崎線,深谷駅〜岡部駅,男性 / 80代 / 死亡,11,29,6,2018,1, 死亡
18/06/29 09:14,相鉄本線,星川駅,男性 / 60代 / 死亡,9,29,6,2018,1, 死亡
18/06/28 22:30,函館本線,岩見沢駅〜峰延駅,男性 / 死亡,22,28,6,2018,1, 死亡
18/06/28 19:54,富良野線,ラベンダー畑駅〜中富良野駅,女性 / 10代 / 軽傷,19,28,6,2018,0, 軽傷
18/06/28 16:45,近鉄京都線,近鉄丹波橋駅,女性 / 20代 / 重傷,16,28,6,2018,0, 重傷
18/06/27 12:08,東武スカイツリーライン,大袋駅,女性 / 50代 / 死亡,12,27,6,2018,0, 死亡
18/06/26 16:35,大和路線,郡山駅〜大和小泉駅,不明,16,26,6,2018,不明,不明
18/06/26 12:52,水戸線,福原駅,女性 / 死亡,12,26,6,2018,0, 死亡
18/06/25 23:12,学研都市線,徳庵駅〜放出駅,,23,25,6,2018,,
18/06/25 23:00,成田線,木下駅,女性 / 死亡,23,25,6,2018,0, 死亡
18/06/25 15:44,阪急京都本線,正雀駅,男性 / 死亡,15,25,6,2018,1, 死亡
18/06/24 17:44,西武池袋線,東久留米駅〜清瀬駅,女性 / 40代 / 死亡,17,24,6,2018,0, 死亡
18/06/24 09:14,京急本線,八丁畷駅,女性 / 死亡,9,24,6,2018,0, 死亡
18/06/23 20:06,東急池上線,久が原駅〜千鳥町駅,,20,23,6,2018,,
18/06/23 20:00,京急本線,横浜駅,,20,23,6,2018,,
18/06/23 17:51,大阪環状線,新今宮駅,女性 / 軽傷,17,23,6,2018,0, 軽傷
18/06/22 18:41,日豊本線,南小倉駅,,18,22,6,2018,,
18/06/22 14:57,京急本線,馬堀海岸駅,,14,22,6,2018,,
18/06/22 07:31,日豊本線,延岡駅〜南延岡駅,無傷,7,22,6,2018,無傷,無傷
18/06/21 22:12,京王線,代田橋駅,,22,21,6,2018,,
18/06/21 18:31,東海道線,藤沢駅,男性 / 死亡,18,21,6,2018,1, 死亡
18/06/21 16:50,きのくに線,宮前駅〜和歌山駅,男性 / 70代 / 死亡,16,21,6,2018,1, 死亡
18/06/21 15:57,小湊鉄道線,馬立駅,,15,21,6,2018,,
18/06/20 22:47,小田急小田原線,読売ランド前駅,,22,20,6,2018,,
18/06/19 19:52,横須賀線,保土ヶ谷駅,男性 / 40代 / 死亡,19,19,6,2018,1, 死亡
18/06/19 00:08,鹿児島本線,竹下駅〜笹原駅,男性 / 死亡,0,19,6,2018,1, 死亡
18/06/18 22:12,函館本線,発寒駅〜発寒中央駅,男性 / 60代 / 死亡,22,18,6,2018,1, 死亡
18/06/18 14:36,東急大井町線,北千束駅,,14,18,6,2018,,
18/06/18 14:32,都営地下鉄新宿線,曙橋駅,,14,18,6,2018,,
18/06/18 12:54,京急本線,汐入駅,,12,18,6,2018,,
18/06/18 09:09,東急目黒線,不動前駅,,9,18,6,2018,,
18/06/17 14:05,相鉄本線,鶴ヶ峰駅〜二俣川駅,女性 / 40代 / 死亡,14,17,6,2018,0, 死亡
18/06/17 10:35,篠ノ井線,村井駅,女性 / 80代 / 重傷,10,17,6,2018,0, 重傷
18/06/16 17:50,長崎本線,久保田駅,女性 / 20代 / 死亡,17,16,6,2018,0, 死亡
18/06/15 18:08,予讃線,波止浜駅〜波方駅,女性 / 70代,18,15,6,2018,0,70代
18/06/15 08:57,名古屋市営地下鉄鶴舞線,平針駅,女性 / 70代 / 死亡,8,15,6,2018,0, 死亡
18/06/14 16:12,山陽新幹線,小倉駅〜博多駅,男性 / 50代 / 死亡,16,14,6,2018,1, 死亡
18/06/14 12:25,近鉄奈良線,富雄駅〜学園前駅,,12,14,6,2018,,
18/06/14 09:29,武蔵野線,北朝霞駅,男性 / 60代 / 死亡,9,14,6,2018,1, 死亡
18/06/13 20:20,豊肥本線,新水前寺駅,男性 / 10代 / 軽傷,20,13,6,2018,1, 軽傷
18/06/13 20:20,学研都市線,東寝屋川駅〜忍ヶ丘駅,男性 / 死亡,20,13,6,2018,1, 死亡
18/06/13 19:21,阪急京都本線,富田駅〜総持寺駅,男性 / 死亡,19,13,6,2018,1, 死亡
18/06/13 17:25,越後線,越後赤塚駅〜内野西が丘駅,男性 / 軽傷,17,13,6,2018,1, 軽傷
18/06/13 07:31,久大本線,田主丸駅〜筑後吉井駅,男性 / 10代 / 死亡,7,13,6,2018,1, 死亡
18/06/13 00:18,東武伊勢崎線,南羽生駅〜羽生駅,女性 / 10代 / 死亡,0,13,6,2018,0, 死亡
18/06/12 08:56,東京メトロ銀座線,新橋駅,男性 / 軽傷,8,12,6,2018,1, 軽傷
18/06/11 20:27,五日市線,熊川駅〜東秋留駅,男性 / 80代 / 軽傷,20,11,6,2018,1, 軽傷
18/06/11 19:45,近鉄大阪線,桔梗が丘駅〜美旗駅,男性 / 80代 / 死亡,19,11,6,2018,1, 死亡
18/06/11 15:27,東武東上線,坂戸駅〜北坂戸駅,男性 / 死亡,15,11,6,2018,1, 死亡
18/06/11 12:19,宇都宮線,栗橋駅,女性 / 20代 / 死亡,12,11,6,2018,0, 死亡
18/06/11 06:38,東武東上線,みずほ台駅〜鶴瀬駅,男性 / 死亡,6,11,6,2018,1, 死亡
18/06/10 22:40,阪和線,堺市駅〜三国ヶ丘駅,男性 / 死亡,22,10,6,2018,1, 死亡
18/06/09 14:08,山陽本線,北長瀬駅〜庭瀬駅,男性 / 死亡,14,9,6,2018,1, 死亡
18/06/09 12:50,横浜線,橋本駅〜相原駅,男性 / 死亡,12,9,6,2018,1, 死亡
18/06/09 09:19,学研都市線,野崎駅〜住道駅,男性 / 70代 / 死亡,9,9,6,2018,1, 死亡
18/06/08 22:09,小田急江ノ島線,大和駅〜桜ヶ丘駅,男性 / 死亡,22,8,6,2018,1, 死亡
18/06/08 11:22,埼京線,恵比寿駅,,11,8,6,2018,,
18/06/08 08:45,京成本線,江戸川駅,男性 / 50代 / 死亡,8,8,6,2018,1, 死亡
18/06/08 05:39,鹿児島本線,水巻駅,男性 / 60代 / 死亡,5,8,6,2018,1, 死亡
18/06/07 12:17,琵琶湖線,膳所駅,男性 / 10代 / 死亡,12,7,6,2018,1, 死亡
18/06/07 11:53,北陸本線,王子保駅〜武生駅,女性 / 死亡,11,7,6,2018,0, 死亡
18/06/07 08:58,福知山線,石生駅〜黒井駅,女性 / 死亡,8,7,6,2018,0, 死亡
18/06/06 22:52,阪急宝塚本線,服部天神駅〜庄内駅,男性 / 死亡,22,6,6,2018,1, 死亡
18/06/06 18:50,三岐鉄道三岐線,東藤原駅〜西野尻駅,女性 / 80代 / 死亡,18,6,6,2018,0, 死亡
18/06/06 00:26,東急田園都市線,宮崎台駅〜宮前平駅,男性 / 70代 / 死亡,0,6,6,2018,1, 死亡
18/06/05 13:10,阪堺電気軌道阪堺線,石津停留場〜船尾停留場,女性 / 軽傷,13,5,6,2018,0, 軽傷
18/06/05 07:50,豊肥本線,武蔵塚駅〜竜田口駅,男性 / 死亡,7,5,6,2018,1, 死亡
18/06/05 00:32,瀬戸大橋線,備前西市駅,男性 / 死亡,0,5,6,2018,1, 死亡
18/06/04 12:05,北総鉄道北総線,白井駅,男性 / 40代 / 重傷,12,4,6,2018,1, 重傷
18/06/04 09:30,長良川鉄道越美南線,相生駅〜郡上八幡駅,女性 / 80代 / 重傷,9,4,6,2018,0, 重傷
18/06/04 08:31,琵琶湖線,栗東駅〜草津駅,女性 / 10代 / 死亡,8,4,6,2018,0, 死亡
18/06/04 07:44,名鉄犬山線,徳重・名古屋芸大駅,女性 / 10代 / 死亡,7,4,6,2018,0, 死亡
18/06/03 21:14,日豊本線,南小倉駅,,21,3,6,2018,,
18/06/03 05:44,東武伊勢崎線,牛田駅〜北千住駅,男性 / 20代 / 死亡,5,3,6,2018,1, 死亡
18/06/02 17:14,日光線,今市駅〜日光駅,女性 / 死亡,17,2,6,2018,0, 死亡
18/06/01 19:48,外房線,蘇我駅〜鎌取駅,女性 / 軽傷,19,1,6,2018,0, 軽傷
18/06/01 00:18,西武新宿線,武蔵関駅,,0,1,6,2018,,
18/05/31 23:30,根室本線,御影駅〜芽室駅,死亡,23,31,5,2018,死亡,死亡
18/05/31 16:13,IRいしかわ鉄道線,森本駅〜津幡駅,男性 / 10代 / 死亡,16,31,5,2018,1, 死亡
18/05/30 18:30,富良野線,鹿討駅〜学田駅,女性 / 90代 / 死亡,18,30,5,2018,0, 死亡
18/05/30 12:53,東武東上線,柳瀬川駅,死亡,12,30,5,2018,死亡,死亡
18/05/30 10:00,富山地方鉄道本線,越中泉駅〜相ノ木駅,男性 / 70代 / 軽傷,10,30,5,2018,1, 軽傷
18/05/30 08:25,外房線,上総興津駅〜行川アイランド駅,男性 / 10代 / 重傷,8,30,5,2018,1, 重傷
18/05/29 22:31,阪急神戸本線,塚口駅〜武庫之荘駅,男性 / 死亡,22,29,5,2018,1, 死亡
18/05/29 20:05,JR神戸線,芦屋駅,男性 / 50代 / 軽傷,20,29,5,2018,1, 軽傷
18/05/29 17:22,常磐線,水戸駅〜勝田駅,女性 / 死亡,17,29,5,2018,0, 死亡
18/05/28 22:26,東京メトロ東西線,高田馬場駅,,22,28,5,2018,,
18/05/28 21:30,近鉄山田線,松阪駅,女性 / 30代 / 死亡,21,28,5,2018,0, 死亡
18/05/28 08:35,牟岐線,南小松島駅〜阿波赤石駅,女性 / 80代 / 無傷,8,28,5,2018,0, 無傷
18/05/28 05:50,宇部線,宇部新川駅〜居能駅,男性 / 70代 / 軽傷,5,28,5,2018,1, 軽傷
18/05/27 06:19,近鉄奈良線,八戸ノ里駅,女性 / 死亡,6,27,5,2018,0, 死亡
18/05/26 18:00,西濃鉄道市橋線,美濃赤坂駅〜乙女坂駅,男性 / 30代 / 軽傷,18,26,5,2018,1, 軽傷
18/05/26 00:00,京浜東北線,桜木町駅,,0,26,5,2018,,
18/05/25 18:45,北陸本線,粟津駅,男性 / 10歳未満 / 死亡,18,25,5,2018,1, 死亡
18/05/25 14:28,中央本線,酒折駅,女性 / 死亡,14,25,5,2018,0, 死亡
18/05/25 07:40,奥羽本線,鷹ノ巣駅〜糠沢駅,男性 / 80代 / 死亡,7,25,5,2018,1, 死亡
18/05/24 09:56,妙高はねうまライン,関山駅〜二本木駅,無傷,9,24,5,2018,無傷,無傷
18/05/23 16:53,京王相模原線,南大沢駅〜多摩境駅,,16,23,5,2018,,
18/05/23 15:07,東急田園都市線,江田駅,男性 / 死亡,15,23,5,2018,1, 死亡
18/05/23 06:41,東北本線,北上駅,男性,6,23,5,2018,1,男性
18/05/22 20:46,都営地下鉄新宿線,西大島駅,,20,22,5,2018,,
18/05/22 14:08,東武伊勢崎線,姫宮駅,女性 / 50代 / 死亡,14,22,5,2018,0, 死亡
18/05/22 07:54,高崎線,鴻巣駅,女性 / 40代 / 死亡,7,22,5,2018,0, 死亡
18/05/21 23:05,相模線,倉見駅〜門沢橋駅,,23,21,5,2018,,
18/05/21 12:45,山陰本線,浜田駅〜西浜田駅,,12,21,5,2018,,
18/05/20 21:20,大和路線,志紀駅〜八尾駅,男性 / 死亡,21,20,5,2018,1, 死亡
18/05/20 17:28,中央快速線,三鷹駅,,17,20,5,2018,,
18/05/19 21:18,草津線,三雲駅〜甲西駅,男性 / 10代 / 死亡,21,19,5,2018,1, 死亡
18/05/19 21:00,武蔵野線,船橋法典駅,男性 / 軽傷,21,19,5,2018,1, 軽傷
18/05/19 20:34,常磐線,佐貫駅,男性 / 死亡,20,19,5,2018,1, 死亡
18/05/19 14:32,名鉄三河線,若林駅〜竹村駅,男性 / 10歳未満 / 重傷,14,19,5,2018,1, 重傷
18/05/18 19:40,津軽線,青森駅,,19,18,5,2018,,
18/05/18 10:15,東武東上線,朝霞駅,男性 / 20代 / 死亡,10,18,5,2018,1, 死亡
18/05/18 00:30,日豊本線,国分駅〜隼人駅,男性 / 死亡,0,18,5,2018,1, 死亡
18/05/17 23:28,小田急小田原線,柿生駅,,23,17,5,2018,,
18/05/17 21:19,名鉄名古屋本線,名鉄一宮駅〜今伊勢駅,女性 / 死亡,21,17,5,2018,0, 死亡
18/05/17 17:54,京王線,桜上水駅,,17,17,5,2018,,
18/05/17 12:59,西武多摩湖線,八坂駅〜武蔵大和駅,,12,17,5,2018,,
18/05/17 09:34,外房線,茂原駅〜八積駅,男性 / 死亡,9,17,5,2018,1, 死亡
18/05/16 23:26,東武スカイツリーライン,北越谷駅,男性 / 20代 / 死亡,23,16,5,2018,1, 死亡
18/05/16 23:07,琵琶湖線,京都駅,,23,16,5,2018,,
18/05/16 17:43,京葉線,千葉みなと駅,男性 / 死亡,17,16,5,2018,1, 死亡
18/05/16 12:00,松浦鉄道西九州線,上相浦駅〜大学駅,男性 / 40代 / 死亡,12,16,5,2018,1, 死亡
18/05/15 22:30,叡山電鉄叡山本線,修学院駅〜宝ヶ池駅,男性 / 死亡,22,15,5,2018,1, 死亡
18/05/15 00:27,京浜東北線,川崎駅,,0,15,5,2018,,
18/05/14 23:40,鹿児島本線,千鳥駅,,23,14,5,2018,,
18/05/14 21:10,中央快速線,武蔵小金井駅,,21,14,5,2018,,
18/05/14 19:19,東京メトロ半蔵門線,水天宮前駅,,19,14,5,2018,,
18/05/14 18:40,岳南鉄道線,ジヤトコ前駅〜吉原本町駅,,18,14,5,2018,,
18/05/14 17:35,東京モノレール羽田空港線,羽田空港第2ビル駅,,17,14,5,2018,,
18/05/13 23:51,常磐線,南千住駅,男性 / 死亡,23,13,5,2018,1, 死亡
18/05/13 22:36,都電荒川線,学習院下停留場〜面影橋停留場,,22,13,5,2018,,
18/05/13 11:08,阪急神戸本線,園田駅〜神崎川駅,男性 / 死亡,11,13,5,2018,1, 死亡
18/05/12 20:52,東海道線,野田新町駅〜刈谷駅,,20,12,5,2018,,
18/05/12 10:46,山陰本線,千代川駅,男性 / 死亡,10,12,5,2018,1, 死亡
18/05/10 21:26,高崎線,深谷駅〜岡部駅,男性 / 70代 / 死亡,21,10,5,2018,1, 死亡
18/05/10 18:58,中央快速線,八王子駅,,18,10,5,2018,,
18/05/09 15:30,中央本線,大月駅〜猿橋駅,男性 / 死亡,15,9,5,2018,1, 死亡
18/05/09 15:27,京急本線,戸部駅,,15,9,5,2018,,
18/05/09 14:50,きのくに線,海南駅,男性 / 40代 / 死亡,14,9,5,2018,1, 死亡
18/05/09 12:55,東海道線,茨木駅,女性 / 死亡,12,9,5,2018,0, 死亡
18/05/08 22:24,総武本線,都賀駅〜東千葉駅,男性 / 死亡,22,8,5,2018,1, 死亡
18/05/08 13:34,新京成電鉄新京成線,新津田沼駅〜京成津田沼駅,女性 / 軽傷,13,8,5,2018,0, 軽傷
18/05/08 13:04,近鉄奈良線,東花園駅,男性 / 50代 / 死亡,13,8,5,2018,1, 死亡
18/05/07 22:29,越後線,小針駅〜青山駅,女性 / 10歳未満 / 死亡,22,7,5,2018,0, 死亡
18/05/07 20:45,名鉄常滑線,神宮前駅〜豊田本町駅,男性 / 70代 / 無傷,20,7,5,2018,1, 無傷
18/05/07 19:31,山陽電気鉄道網干線,山陽天満駅〜平松駅,男性 / 70代 / 死亡,19,7,5,2018,1, 死亡
18/05/07 13:54,東急大井町線,北千束駅,,13,7,5,2018,,
18/05/07 10:08,東海道線,平塚駅,女性 / 死亡,10,7,5,2018,0, 死亡
18/05/07 08:06,常磐緩行線,綾瀬駅,,8,7,5,2018,,
18/05/06 18:03,京浜東北線,蒲田駅〜川崎駅,男性 / 40代 / 死亡,18,6,5,2018,1, 死亡
18/05/06 09:18,京阪本線,萱島駅,女性 / 30代 / 死亡,9,6,5,2018,0, 死亡
18/05/06 08:06,JRゆめ咲線,ユニバーサルシティ駅,女性 / 60代 / 重傷,8,6,5,2018,0, 重傷
18/05/05 22:08,東武野田線,豊四季駅,女性 / 20代 / 死亡,22,5,5,2018,0, 死亡
18/05/05 10:35,関西本線,平野駅,女性 / 20代 / 軽傷,10,5,5,2018,0, 軽傷
18/05/05 10:28,近鉄山田線,東松阪駅〜櫛田駅,男性 / 60代 / 死亡,10,5,5,2018,1, 死亡
18/05/04 21:00,宇都宮線,古河駅〜栗橋駅,男性 / 80代 / 死亡,21,4,5,2018,1, 死亡
18/05/04 00:00,新京成電鉄新京成線,松戸駅〜上本郷駅,,0,4,5,2018,,
18/05/03 19:16,阪急神戸本線,十三駅,,19,3,5,2018,,
18/05/03 19:06,中央本線,春日居町駅〜山梨市駅,女性 / 80代 / 死亡,19,3,5,2018,0, 死亡
18/05/02 16:29,JR神戸線,ひめじ別所駅,男性 / 死亡,16,2,5,2018,1, 死亡
18/05/01 23:52,都営地下鉄新宿線,西大島駅,,23,1,5,2018,,
18/05/01 16:00,京急本線,泉岳寺駅,,16,1,5,2018,,
18/05/01 14:20,相鉄本線,相模大塚駅〜さがみ野駅,男性 / 80代 / 無傷,14,1,5,2018,1, 無傷
18/05/01 11:17,京急本線,子安駅,男性 / 40代 / 死亡,11,1,5,2018,1, 死亡
18/05/01 06:45,南武線,武蔵溝ノ口駅〜武蔵新城駅,女性 / 死亡,6,1,5,2018,0, 死亡
18/04/30 22:09,佐世保線,早岐駅〜三河内駅,男性 / 50代 / 死亡,22,30,4,2018,1, 死亡
18/04/30 21:45,中央快速線,三鷹駅,死亡,21,30,4,2018,死亡,死亡
18/04/30 21:12,日豊本線,大在駅〜坂ノ市駅,女性 / 死亡,21,30,4,2018,0, 死亡
18/04/30 16:30,東武野田線,江戸川台駅〜初石駅,男性 / 軽傷,16,30,4,2018,1, 軽傷
18/04/30 09:02,可部線,安芸長束駅〜下祇園駅,男性 / 50代 / 重傷,9,30,4,2018,1, 重傷
18/04/29 21:48,予讃線,新居浜駅〜中萩駅,女性 / 死亡,21,29,4,2018,0, 死亡
18/04/29 19:13,水戸線,笠間駅〜宍戸駅,女性 / 10代 / 死亡,19,29,4,2018,0, 死亡
18/04/29 11:08,山陽本線,広島駅,女性 / 70代 / 重傷,11,29,4,2018,0, 重傷
18/04/29 00:30,中央快速線,吉祥寺駅,男性 / 60代 / 死亡,0,29,4,2018,1, 死亡
18/04/28 23:46,山手線,渋谷駅,男性 / 50代 / 死亡,23,28,4,2018,1, 死亡
18/04/28 14:40,小湊鉄道線,馬立駅〜上総牛久駅,男性 / 50代 / 軽傷,14,28,4,2018,1, 軽傷
18/04/27 23:18,JR神戸線,三ノ宮駅,男性 / 40代 / 重傷,23,27,4,2018,1, 重傷
18/04/27 09:37,近鉄大阪線,大和高田駅〜築山駅,男性 / 死亡,9,27,4,2018,1, 死亡
18/04/26 11:30,京成本線,京成小岩駅,女性 / 50代 / 死亡,11,26,4,2018,0, 死亡
